label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
2,0.0,0.0,-0.0520647168159484,-0.042677879333496,-0.1035119891166687,-0.1107319593429565,-0.1498833000659942,-0.1568211913108825,-0.1928147077560424,-0.1838866472244262,-0.0551086068153381,-0.2716834545135498,-0.0782783925533294,-0.3933356404304504,-0.0938718318939209,-0.4712858200073242,-0.1058261096477508,-0.5404472053050995,-0.0166090130805969,-0.2833332121372223,-0.0161280035972595,-0.4170778691768646,-0.0132720172405242,-0.50963294506073,-0.0095167160034179,-0.5899622738361359,0.020114928483963,-0.2647618949413299,0.0353438854217529,-0.3821804523468017,0.0460476875305175,-0.4628261923789978,0.053777128458023,-0.5360956192016602,0.0548227131366729,-0.2254562973976135,0.088250070810318,-0.3108382523059845,0.1121200025081634,-0.3722268939018249,0.131379097700119,-0.4308807253837585
2,0.0,0.0,-0.0536926686763763,-0.0438929200172424,-0.1049430966377258,-0.1127221584320068,-0.1510167419910431,-0.157941997051239,-0.19366554915905,-0.182508111000061,-0.0548323690891265,-0.2703251242637634,-0.0783170759677887,-0.3908290266990661,-0.0939764976501464,-0.4688843488693237,-0.1060294210910797,-0.5367634296417236,-0.0168040096759796,-0.2810178697109222,-0.0163862705230712,-0.4153945446014404,-0.0139842629432678,-0.5064407587051392,-0.0108607411384582,-0.5856558084487915,0.0194691121578216,-0.2625468969345093,0.0323215723037719,-0.3838541805744171,0.0421620309352874,-0.4653108119964599,0.0492546260356903,-0.5398044884204865,0.053745150566101,-0.2229332327842712,0.0856753885746002,-0.3096401393413543,0.1088826358318328,-0.370846688747406,0.1279185712337494,-0.4292021989822387
2,0.0,0.0,-0.0536429584026336,-0.0469439625740051,-0.1058566272258758,-0.1161256432533264,-0.1527187824249267,-0.1607093214988708,-0.1949550062417984,-0.1865290999412536,-0.0543432831764221,-0.2729014754295349,-0.0789407789707183,-0.3939851224422455,-0.0947566628456115,-0.4716597497463226,-0.1068843603134155,-0.5405470430850983,-0.0160418152809143,-0.2836219370365143,-0.0153442919254302,-0.4165512323379516,-0.0117177665233612,-0.5074646174907684,-0.0071268677711486,-0.5888812243938446,0.020082414150238,-0.2646804749965668,0.0342826247215271,-0.384006142616272,0.0452134609222412,-0.4661962687969208,0.0539355278015136,-0.5423026978969574,0.053559124469757,-0.2245979905128479,0.0855224132537841,-0.3075767159461975,0.1091822385787963,-0.3674661517143249,0.1290146112442016,-0.4254522323608398
2,0.0,0.0,-0.0543867051601409,-0.0469588637351989,-0.1064488589763641,-0.1155840754508972,-0.1532551646232605,-0.1596039533615112,-0.1961508244276046,-0.1846154332160949,-0.0545606017112731,-0.2737278342247009,-0.0783591568470001,-0.3942577838897705,-0.0942223668098449,-0.4708356261253357,-0.1071696579456329,-0.5390006601810455,-0.0157520174980163,-0.2830078601837158,-0.0146342813968658,-0.4156409204006195,-0.0114758312702178,-0.505925714969635,-0.0077569484710693,-0.5877787172794342,0.0204997062683105,-0.2633939683437347,0.034702718257904,-0.3825543224811554,0.0457194447517395,-0.4641510248184204,0.0541888177394866,-0.5407711565494537,0.0539877414703369,-0.223408043384552,0.0851756930351257,-0.3065986931324005,0.1082868576049804,-0.3657738268375397,0.127460241317749,-0.4237846732139587
2,0.0,0.0,-0.0545745193958282,-0.0462300181388855,-0.1072184145450592,-0.1145148277282714,-0.154485821723938,-0.158935546875,-0.1975614875555038,-0.1842538714408874,-0.0551137030124664,-0.2726825773715973,-0.0794679522514343,-0.3919926285743713,-0.0955078601837158,-0.4687424898147583,-0.1084804832935333,-0.5373172163963318,-0.0168268680572509,-0.2823075354099273,-0.016005516052246,-0.4127711057662964,-0.0129927396774292,-0.5009413063526154,-0.0093656182289123,-0.5815429389476776,0.0189132094383239,-0.2632571756839752,0.0334043502807617,-0.3815526962280273,0.0447757542133331,-0.4633376598358154,0.053724467754364,-0.5406180024147034,0.051766037940979,-0.2236762046813964,0.0834705233573913,-0.3058518171310425,0.1071945428848266,-0.3648154437541961,0.1271035075187683,-0.4231020808219909
2,0.0,0.0,-0.0539683699607849,-0.0460273623466491,-0.1060429811477661,-0.1153799891471862,-0.1533489525318145,-0.16022789478302,-0.1961464136838913,-0.1860450506210327,-0.0544606447219848,-0.2732191681861877,-0.0779763460159301,-0.3936588764190674,-0.0939150154590606,-0.470607042312622,-0.106943279504776,-0.5384203493595123,-0.0162825286388397,-0.2827307879924774,-0.0147457718849182,-0.4168192148208618,-0.0132800638675689,-0.5067720115184784,-0.0116967260837554,-0.5878989696502686,0.0191807150840759,-0.2637373208999634,0.0331831574440002,-0.3834038078784942,0.0439590513706207,-0.4636510014533996,0.0518259406089782,-0.5385851263999939,0.0518596470355987,-0.2242937088012695,0.083932340145111,-0.3087652027606964,0.1072830557823181,-0.36707603931427,0.1263340711593628,-0.4241151809692383
2,0.0,0.0,-0.0543025732040405,-0.0478424429893493,-0.1065130829811096,-0.1166182160377502,-0.153202086687088,-0.16046804189682,-0.1953682005405426,-0.1857494115829467,-0.0555750727653503,-0.2734090983867645,-0.078620821237564,-0.393389880657196,-0.0949136614799499,-0.4706950783729553,-0.1089865863323211,-0.5391637682914734,-0.0167592763900756,-0.2836270928382873,-0.0136948525905609,-0.4169270992279053,-0.0124681293964385,-0.5071291625499725,-0.0119313597679138,-0.5895455777645111,0.0189404487609863,-0.2649970054626465,0.0338878631591796,-0.3839759826660156,0.0436273515224456,-0.4648007750511169,0.0501959323883056,-0.5405849814414978,0.0515193343162536,-0.2252019047737121,0.0833049118518829,-0.3079379498958587,0.1060496270656585,-0.3666821122169494,0.1245743930339813,-0.4240894615650177
2,0.0,0.0,-0.0534092187881469,-0.0466744899749755,-0.1049078702926635,-0.1154437661170959,-0.1516256928443908,-0.1592928767204284,-0.1936242580413818,-0.1853096485137939,-0.0550146996974945,-0.2730093598365783,-0.0791525840759277,-0.39206463098526,-0.0954285860061645,-0.4681478142738342,-0.1090617179870605,-0.5347881019115448,-0.0168471932411193,-0.2828394472599029,-0.0144181847572326,-0.4156579077243805,-0.0127724111080169,-0.5054978430271149,-0.0115972459316253,-0.585822343826294,0.0186381638050079,-0.2645856142044067,0.0314821898937225,-0.3836283683776855,0.0401149690151214,-0.4643387794494629,0.0458540320396423,-0.5398860275745392,0.0517889261245727,-0.2253695130348205,0.0842101573944091,-0.3092033863067627,0.1072121858596801,-0.3682248592376709,0.1256517767906189,-0.4258755445480346
2,0.0,0.0,-0.0541899800300598,-0.0451751947402954,-0.105705052614212,-0.1142326593399047,-0.1518093943595886,-0.1585891246795654,-0.1933925300836563,-0.184046983718872,-0.0566970407962799,-0.2682620882987976,-0.080184668302536,-0.3865583539009094,-0.0956744849681854,-0.4639898538589477,-0.1084790229797363,-0.5320094227790833,-0.0173628032207489,-0.2766973376274109,-0.0125372111797332,-0.4073662161827087,-0.0093872845172882,-0.493636280298233,-0.0069870352745056,-0.5727113783359528,0.0182400047779083,-0.2576786875724792,0.0332548022270202,-0.3762350082397461,0.0433013141155242,-0.4562638700008392,0.0501836836338043,-0.5324699580669403,0.0506545007228851,-0.218888521194458,0.0829224288463592,-0.3034590780735016,0.1067365705966949,-0.3613733947277069,0.1259250938892364,-0.4184143543243408
2,0.0,0.0,-0.0539247393608093,-0.0470665097236633,-0.1052923500537872,-0.1163266897201538,-0.1514511108398437,-0.1589981317520141,-0.1927032023668289,-0.1846377253532409,-0.056453913450241,-0.266871303319931,-0.080485999584198,-0.3849873542785644,-0.0964302420616149,-0.4609672427177429,-0.1095751523971557,-0.5273971557617188,-0.0169115960597991,-0.2750017344951629,-0.0129270851612091,-0.4044455289840698,-0.0098092555999755,-0.4896258264780044,-0.007386177778244,-0.5681089460849762,0.0187574028968811,-0.2567611932754516,0.0337384045124053,-0.3733075261116028,0.0443152487277984,-0.452701210975647,0.0516324341297149,-0.5274641811847687,0.0512342751026153,-0.2193546295166015,0.0824180245399475,-0.3045825958251953,0.1059038639068603,-0.3618699908256531,0.1247641444206237,-0.4171912372112274
